,drug_English,drug,MOL ID,MOlecule,MOlecule_url,MOleculeName,InChIKey,SMLIES,GIabsorption,Lipinski,Ghose,Veber,Egan,Muegge,SwissADME
29,Figwort Root,玄参,MOL007656,scropolioside A,https://tcmsp-e.com/molecule.php?qn=7656,scropolioside A,RRBUKTFTHGQFCF-ZMURYRFUSA-N,CC1C(C(C(C(O1)OC2C3C=COC(C3C4(C2O4)CO)OC5C(C(C(C(O5)CO)O)O)O)OC(=O)C)OC(=O)C=CC6=CC=C(C=C6)OC)OC(=O)C,Low,No,No,No,No,No,0
30,Figwort Root,玄参,MOL007657,scropolioside A_qt,https://tcmsp-e.com/molecule.php?qn=7657,scropolioside A_qt,JEVHQUKZENAMER-OUUQZIRNSA-N,CC1C(C(C(C(O1)OC2C3C=COC(C3C4(C2O4)CO)O)OC(=O)C)OC(=O)C=CC5=CC=C(C=C5)OC)OC(=O)C,Low,No,No,No,No,No,0
31,Figwort Root,玄参,MOL007658,14-deoxy-12(R)-sulfoandrographolide,https://tcmsp-e.com/molecule.php?qn=7658,14-deoxy-12(R)-sulfoandrographolide,LCOXPNVKZBRGJS-UQZPWQSVSA-N,CC12CCC(C(C1CCC(=C)C2CC(C3=CCOC3=O)S(=O)(=O)O)(C)CO)O,High,Yes,Yes,Yes,Yes,Yes,1
32,Figwort Root,玄参,MOL007659,scropolioside D,https://tcmsp-e.com/molecule.php?qn=7659,scropolioside D,XTDOKCBBQODVJW-ORNJYFECSA-N,CC1C(C(C(C(O1)OC2C3C=COC(C3C4(C2O4)CO)OC5C(C(C(C(O5)CO)O)O)O)OC(=O)C)OC(=O)C=CC6=CC=CC=C6)OC(=O)C,Low,No,No,No,No,No,0
33,Figwort Root,玄参,MOL007660,scropolioside D_qt,https://tcmsp-e.com/molecule.php?qn=7660,scropolioside D_qt,IDAIKLBZYZJEHE-LTUFEDGJSA-N,CC1C(C(C(C(O1)OC2C3C=COC(C3C4(C2O4)CO)O)OC(=O)C)OC(=O)C=CC5=CC=CC=C5)OC(=O)C,Low,No,No,No,No,No,0
34,Figwort Root,玄参,MOL009040,harpagoside,https://tcmsp-e.com/molecule.php?qn=9040,harpagoside,KVRQGMOSZKPBNS-FMHLWDFHSA-N,CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)OC(=O)C=CC4=CC=CC=C4,Low,No,No,No,No,No,0
35,Figwort Root,玄参,MOL007662,harpagoside_qt,https://tcmsp-e.com/molecule.php?qn=7662,harpagoside_qt,IQLOULSXIQEXGV-FMGMVOTKSA-N,CC1(CC(C2(C1C(OC=C2)O)O)O)OC(=O)C=CC3=CC=CC=C3,High,Yes,Yes,Yes,Yes,Yes,1
36,Figwort Root,玄参,MOL007663,catapol,https://tcmsp-e.com/molecule.php?qn=7663,catapol,LHDWRKICQLTVDL-ZVYVCEPVSA-N,C1=COC(C2C1C(C3C2(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O,Low,Yes,No,No,No,No,0
37,Figwort Root,玄参,MOL004557,geniposide,https://tcmsp-e.com/molecule.php?qn=4557,geniposide,IBFYXTRXDNAPMM-BVTMAQQCSA-N,COC(=O)C1=COC(C2C1CC=C2CO)OC3C(C(C(C(O3)CO)O)O)O,Low,Yes,No,No,No,No,0
38,Figwort Root,玄参,MOL007665,geniposide_qt,https://tcmsp-e.com/molecule.php?qn=7665,geniposide_qt,AZKVWQKMDGGDSV-OVYXKVPISA-N,COC(=O)C1=COC(C2C1CC=C2CO)O,High,Yes,Yes,Yes,Yes,Yes,1
39,Figwort Root,玄参,MOL007666,5-(methylthio)valeronitrile,https://tcmsp-e.com/molecule.php?qn=7666,5-(methylthio)valeronitrile,XPUDGEZWSNPCMM-UHFFFAOYSA-N,CSCCCCC#N,High,Yes,No,Yes,Yes,No,1
40,Figwort Root,玄参,MOL007667,6'-O-cinnamoylharpagirle,https://tcmsp-e.com/molecule.php?qn=7667,6'-O-cinnamoylharpagirle,QTHUZQARAGSYCR-RHYURTMNSA-N,C[C@]1(O)C[C@@H](O)[C@]2(O)C=CC[C@@H](O[C@H]3OC(COC(=O)/C=C\C4=CC=CC=C4)C(O)[C@@H](O)[C@@H]3O)C12,Low,Yes,No,Yes,Yes,Yes,0
41,Figwort Root,玄参,MOL007668,6'-O-cinnamoylharpagirle_qt 2,https://tcmsp-e.com/molecule.php?qn=7668,6'-O-cinnamoylharpagirle_qt 2,LOYYYHMSMRAFTR-GRDBIXFFSA-N,CC1(CC(C2(C1C(CC=C2)O)O)O)O,High,Yes,No,Yes,Yes,Yes,1
42,Figwort Root,玄参,MOL007669,6-O-methylcatalpol,https://tcmsp-e.com/molecule.php?qn=7669,6-O-methylcatalpol,CQHVYUDLQLYNAI-ZVQRBJDRSA-N,COC1C2C=COC(C2C3(C1O3)CO)OC4C(C(C(C(O4)CO)O)O)O,Low,Yes,No,No,No,No,0
41,Figwort Root,玄参,MOL007670,6-O-methylcatalpol_qt,https://tcmsp-e.com/molecule.php?qn=7670,6-O-methylcatalpol_qt,NZBCOJZIKRIKRS-NRNPDCPVSA-N,COC1C2C=CO[C@@H](O)C2[C@]2(CO)OC12,High,Yes,No,Yes,Yes,Yes,1
44,Figwort Root,玄参,MOL007671,harpagide,https://tcmsp-e.com/molecule.php?qn=7671,harpagide,VSKORLRIJDSSSC-XXPIPLRESA-N,CC1(CCC2(C1C(OC=C2)OC3C(C(C(C(O3)(CO)O)O)O)O)O)O,Low,Yes,No,No,No,No,0
45,Figwort Root,玄参,MOL007672,7-hydroxy-9-hydroxymethyl-3-oxo-,https://tcmsp-e.com/molecule.php?qn=7672,7-hydroxy-9-hydroxymethyl-3-oxo-,CRBSAZLIQYMCMG-GUBZILKMSA-N,C1CC(=O)CC2C1C(C=C2CO)O,High,Yes,Yes,Yes,Yes,No,1
46,Figwort Root,玄参,MOL007673,cistanoside D,https://tcmsp-e.com/molecule.php?qn=7673,cistanoside D,RLGRBYHBNWLGER-CNMJWYMJSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)OC)CO)OCCC4=CC(=C(C=C4)O)OC)O)O)O)O,Low,No,No,No,No,No,0
47,Figwort Root,玄参,MOL000875,Cedrol,https://tcmsp-e.com/molecule.php?qn=875,Cedrol,SVURIXNDRWRAFU-OGMFBOKVSA-N,CC1CCC2C13CCC(C(C3)C2(C)C)(C)O,High,Yes,Yes,Yes,Yes,No,1
1,Eclipta Herb,墨旱莲,MOL000103,PHB,https://tcmsp-e.com/molecule.php?qn=103,PHB,FJKROLUGYXJWQN-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)[O-])[OH2+],High,Yes,No,Yes,Yes,No,1
2,Eclipta Herb,墨旱莲,MOL000105,protocatechuic acid,https://tcmsp-e.com/molecule.php?qn=105,protocatechuic acid,YQUVCSBJEUQKSH-UHFFFAOYSA-N,C1=CC(=C(C=C1C(=O)O)O)O,High,Yes,No,Yes,Yes,No,1
3,Eclipta Herb,墨旱莲,MOL001790,Linarin,https://tcmsp-e.com/molecule.php?qn=1790,Linarin,YFVGIJBUXMQFOF-PJOVQGMDSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O,Low,No,No,No,No,No,0
4,Eclipta Herb,墨旱莲,MOL001689,acacetin,https://tcmsp-e.com/molecule.php?qn=1689,acacetin,DANYIYRPLHHOCZ-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,High,Yes,Yes,Yes,Yes,Yes,1
5,Eclipta Herb,墨旱莲,MOL001899,ZINC02169908,https://tcmsp-e.com/molecule.php?qn=1899,ZINC02169908,WHWDWIHXSPCOKZ-IRXDYDNUSA-N,CC(C)CCCC(C)CCCC(C)CCCC(=O)C,High,Yes,No,No,No,No,0
6,Eclipta Herb,墨旱莲,MOL000009,luteolin-7-o-glucoside,https://tcmsp-e.com/molecule.php?qn=9,luteolin-7-o-glucoside,PEFNSGRTCBGNAN-QNDFHXLGSA-N,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,Low,No,Yes,No,No,No,0
7,Eclipta Herb,墨旱莲,MOL002854,"(1R,2R,4R)-Dihydrocarveol",https://tcmsp-e.com/molecule.php?qn=2854,"(1R,2R,4R)-Dihydrocarveol",KRCZYMFUWVJCLI-OPRDCNLKSA-N,CC1CCC(CC1O)C(=C)C,High,Yes,No,Yes,Yes,No,1
8,Eclipta Herb,墨旱莲,MOL002975,butin,https://tcmsp-e.com/molecule.php?qn=2975,butin,MJBPUQUGJNAPAZ-CQSZACIVSA-N,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC(=C(C=C3)O)O,High,Yes,Yes,Yes,Yes,Yes,1
9,Eclipta Herb,墨旱莲,MOL003375,.alpha.-T COOH deriv.,https://tcmsp-e.com/molecule.php?qn=3375,.alpha.-T COOH deriv.,LUORRMUDVBMZFF-UHFFFAOYSA-N,C1=CSC(=C1)C2=CC=C(S2)C3=CC=C(S3)C(=O)O,Low,Yes,Yes,Yes,Yes,Yes,0
10,Eclipta Herb,墨旱莲,MOL003376,"2-(Buta-1,3-diynyl)-5-(4-chloro-3-hydroxybut-1-ynyl) thiophene",https://tcmsp-e.com/molecule.php?qn=3376,"2-(Buta-1,3-diynyl)-5-(4-chloro-3-hydroxybut-1-ynyl) thiophene",VDWVTFUECRWWOG-JTQLQIEISA-N,C#CC#CC1=CC=C(S1)C#CC(CCl)O,High,Yes,Yes,Yes,Yes,Yes,1
11,Eclipta Herb,墨旱莲,MOL003377,Demethylwedelolactone-7-glucoside,https://tcmsp-e.com/molecule.php?qn=3377,Demethylwedelolactone-7-glucoside,HKFFFIWYFPSUML-GUFUGUNKSA-N,C1=C(C=C2C(=C1O)C3=C(C4=CC(=C(C=C4O3)O)O)C(=O)O2)OC5C(C(C(C(O5)CO)O)O)O,Low,No,Yes,No,No,No,0
12,Eclipta Herb,墨旱莲,MOL003378,"1,3,8,9-tetrahydroxybenzofurano[3,2-c]chromen-6-one",https://tcmsp-e.com/molecule.php?qn=3378,"1,3,8,9-tetrahydroxybenzofurano[3,2-c]chromen-6-one",LUTYTNLPIUCKBJ-UHFFFAOYSA-N,C1=C(C=C2C(=C1O)C3=C(C4=CC(=C(C=C4O3)O)O)C(=O)O2)O,High,Yes,Yes,Yes,Yes,Yes,1
13,Eclipta Herb,墨旱莲,MOL003379,Demissine,https://tcmsp-e.com/molecule.php?qn=3379,Demissine,PAKKOGHQESRQNE-BSJDHZITSA-N,CC1CCC2C(C3C(N2C1)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)C)C)C,Low,No,No,No,No,No,0
14,Eclipta Herb,墨旱莲,MOL003380,Demissine_qt,https://tcmsp-e.com/molecule.php?qn=3380,Demissine_qt,JALVTHFTYRPDMB-VGNRXFEISA-N,-,-,-,-,-,-,-,-
15,Eclipta Herb,墨旱莲,MOL003381,Ecliptasaponin B,https://tcmsp-e.com/molecule.php?qn=3381,Ecliptasaponin B,NQUMPFSQDYUTGM-NSEXFUAYSA-N,CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)O)O)O)O)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,Low,No,No,No,No,No,0
16,Eclipta Herb,墨旱莲,MOL003382,Ecliptasaponin B_qt,https://tcmsp-e.com/molecule.php?qn=3382,Ecliptasaponin B_qt,YKOPWPOFWMYZJZ-KPHINLTLSA-N,CC(C)C12CC(O)C3CCC(C)(C)CC3C1=CCC1C2CCC2C(C)(C)[C@H](O)CC[C@@]12C,Low,Yes,No,Yes,Yes,Yes,0
17,Eclipta Herb,墨旱莲,MOL003383,Ecliptasaponin D,https://tcmsp-e.com/molecule.php?qn=3383,Ecliptasaponin D,WYDPEADEZMZKNM-UGRNJTTPSA-N,CC1C(CO)OC(OC2CC[C@@]3(C)C(CCC45C3CC=C3C67CC8(CC8)CC6C7(C(=O)O)C(O)CC34[C@H]5C)C2(C)C)[C@H](C)[C@H]1O,Low,Yes,No,Yes,Yes,Yes,0
18,Eclipta Herb,墨旱莲,MOL003384,Ecliptasaponin D_qt,https://tcmsp-e.com/molecule.php?qn=3384,Ecliptasaponin D_qt,YKOPWPOFWMYZJZ-NERPFUBQSA-N,CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)O)C)C(=O)O)C,High,Yes,No,Yes,No,No,1
19,Eclipta Herb,墨旱莲,MOL003385,Ecliptasaponin,https://tcmsp-e.com/molecule.php?qn=3385,Ecliptasaponin,WYDPEADEZMZKNM-RLYNJOFXSA-N,CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)C(=O)O)C,Low,No,No,No,No,No,0
20,Eclipta Herb,墨旱莲,MOL003386,Ecliptasaponin_qt,https://tcmsp-e.com/molecule.php?qn=3386,Ecliptasaponin_qt,YKOPWPOFWMYZJZ-RQDPUMMDSA-N,CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)O)C)C(=O)O)C,High,Yes,No,Yes,No,No,1
21,Eclipta Herb,墨旱莲,MOL003387,"3-[(2S)-2,3-dihydroxy-3-methyl-butyl]-4-methoxy-1-methyl-carbostyril",https://tcmsp-e.com/molecule.php?qn=3387,"3-[(2S)-2,3-dihydroxy-3-methyl-butyl]-4-methoxy-1-methyl-carbostyril",NHNXJYYEQLVCAZ-ZDUSSCGKSA-N,CC(C)(C(CC1=C(C2=CC=CC=C2N(C1=O)C)OC)O)O,High,Yes,Yes,Yes,Yes,Yes,1
22,Eclipta Herb,墨旱莲,MOL003388,Isodesacetyluvaricin,https://tcmsp-e.com/molecule.php?qn=3388,Isodesacetyluvaricin,GTIXULIWYDDMNA-PNVDJSRASA-N,CCCCC(C1CCC(O1)C2CCC(O2)C(CCCC3=CC(OC3=O)C)O)O,High,Yes,Yes,Yes,Yes,Yes,1
23,Eclipta Herb,墨旱莲,MOL003389,3'-O-Methylorobol,https://tcmsp-e.com/molecule.php?qn=3389,3'-O-Methylorobol,ZMFBGWWGXBNJAC-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O,High,Yes,Yes,Yes,Yes,Yes,1
24,Eclipta Herb,墨旱莲,MOL001232,TES,https://tcmsp-e.com/molecule.php?qn=1232,TES,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,High,Yes,Yes,Yes,Yes,Yes,1
25,Eclipta Herb,墨旱莲,MOL003391,alpha-Terthienyl methyl acetate,https://tcmsp-e.com/molecule.php?qn=3391,alpha-Terthienyl methyl acetate,CGONEINYOMPEIT-UHFFFAOYSA-N,CC(=O)OCC1=CC=C(S1)C2=CC=C(S2)C3=CC=CS3,High,Yes,Yes,Yes,Yes,Yes,1
26,Eclipta Herb,墨旱莲,MOL003392,.alpha.-T OHMe deriv.,https://tcmsp-e.com/molecule.php?qn=3392,.alpha.-T OHMe deriv.,WAYZWWNNJZMQCQ-UHFFFAOYSA-N,C1=CSC(=C1)C2=CC=C(S2)C3=CC=C(S3)CO,High,Yes,Yes,Yes,Yes,Yes,1
27,Eclipta Herb,墨旱莲,MOL003393,"(1S,4S)-7-isopropylidene-1,4-dimethyl-2,3,4,5,6,8-hexahydro-1H-azulene",https://tcmsp-e.com/molecule.php?qn=3393,"(1S,4S)-7-isopropylidene-1,4-dimethyl-2,3,4,5,6,8-hexahydro-1H-azulene",GIBQERSGRNPMEH-RYUDHWBXSA-N,CC1CCC(=C(C)C)CC2=C1CCC2C,Low,Yes,Yes,Yes,Yes,No,0
28,Eclipta Herb,墨旱莲,MOL003394,"Benzofurano(3',2':3,4)coumarin",https://tcmsp-e.com/molecule.php?qn=3394,"Benzofurano(3',2':3,4)coumarin",JBIZUYWOIKFETJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=C(O2)C4=CC=CC=C4OC3=O,High,Yes,Yes,Yes,Yes,Yes,1
29,Eclipta Herb,墨旱莲,MOL003395,"(3S,8S,9S,10R,13R,14S,17R)-17-[(1R,4R)-1,4-dimethylhexyl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",https://tcmsp-e.com/molecule.php?qn=3395,"(3S,8S,9S,10R,13R,14S,17R)-17-[(1R,4R)-1,4-dimethylhexyl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",BUFUFDXBXMUAJU-YSQMORBQSA-N,CCC(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,Low,Yes,No,Yes,No,No,0
30,Eclipta Herb,墨旱莲,MOL003396,echinocystic acid,https://tcmsp-e.com/molecule.php?qn=3396,echinocystic acid,YKOPWPOFWMYZJZ-PRIAQAIDSA-N,CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)O)C)C(=O)O)C,High,Yes,No,Yes,No,No,1
31,Eclipta Herb,墨旱莲,MOL003397,"(3S,8S,9S,10R,13R,14S,17R)-17-[(E,1R,4R)-1,4-dimethylhex-2-enyl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",https://tcmsp-e.com/molecule.php?qn=3397,"(3S,8S,9S,10R,13R,14S,17R)-17-[(E,1R,4R)-1,4-dimethylhex-2-enyl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",UBEHHDQAQBJTAE-YUADBYKZSA-N,CCC(C)C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,Low,Yes,No,Yes,No,No,0
32,Eclipta Herb,墨旱莲,MOL003398,Pratensein,https://tcmsp-e.com/molecule.php?qn=3398,Pratensein,FPIOBTBNRZPWJW-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O,High,Yes,Yes,Yes,Yes,Yes,1
33,Eclipta Herb,墨旱莲,MOL003399,Caulophyllogenin,https://tcmsp-e.com/molecule.php?qn=3399,Caulophyllogenin,FABOBEOYNMHSHB-UAWZMHPWSA-N,CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)CO)O)C)C(=O)O)C,High,Yes,No,Yes,Yes,No,1
34,Eclipta Herb,墨旱莲,MOL003400,Ecliptasaponin A,https://tcmsp-e.com/molecule.php?qn=3400,Ecliptasaponin A,WYDPEADEZMZKNM-NYDFIKNNSA-N,CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)C(=O)O)C,Low,No,No,No,No,No,0
35,Eclipta Herb,墨旱莲,MOL003401,Ecliptasaponin A_qt,https://tcmsp-e.com/molecule.php?qn=3401,Ecliptasaponin A_qt,YKOPWPOFWMYZJZ-JFGNNTLKSA-N,CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)O)C)C(=O)O)C,High,Yes,No,Yes,No,No,1
36,Eclipta Herb,墨旱莲,MOL003402,demethylwedelolactone,https://tcmsp-e.com/molecule.php?qn=3402,demethylwedelolactone,SHRGZUUSWOHOSP-AAEUAGOBSA-N,C=C(O)C1C2=C(C(=O)OC1/C=C(\C)O)C1=CC(O)=C(O)C=C1O2,High,Yes,Yes,Yes,Yes,Yes,1
37,Eclipta Herb,墨旱莲,MOL003403,nicotine,https://tcmsp-e.com/molecule.php?qn=3403,nicotine,SNICXCGAKADSCV-JTQLQIEISA-N,CN1CCCC1C2=CN=CC=C2,High,Yes,Yes,Yes,Yes,No,1
38,Eclipta Herb,墨旱莲,MOL003404,wedelolactone,https://tcmsp-e.com/molecule.php?qn=3404,wedelolactone,XQDCKJKKMFWXGB-UHFFFAOYSA-N,COC1=CC(=C2C(=C1)OC(=O)C3=C2OC4=CC(=C(C=C43)O)O)O,High,Yes,Yes,Yes,Yes,Yes,1
39,Eclipta Herb,墨旱莲,MOL003405,Chloromaloside,https://tcmsp-e.com/molecule.php?qn=3405,Chloromaloside,KDPPORCJBDKXIA-QYYFFDKVSA-N,CC1C2C(CC3C2(C(=O)CC4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)OC8C(C(C(CO8)O)O)O)OC9C(C(C(CO9)O)O)O)O)OC2C(C(C(C(O2)C)O)O)O)C)C)OC1(CCC(C)COC1C(C(C(C(O1)CO)O)O)O)O,Low,No,No,No,No,No,0
40,Eclipta Herb,墨旱莲,MOL003406,Chloromaloside_qt,https://tcmsp-e.com/molecule.php?qn=3406,Chloromaloside_qt,ZGOXLBMRBDYBCZ-RZHGOTNNSA-N,CC(CO)CO1CC12OC1CC3C4CCC5C[C@@H](O)CCC5(C)C4CC(=O)[C@]3(C)[C@H]1[C@@H]2C,High,Yes,No,Yes,Yes,Yes,1
41,Eclipta Herb,墨旱莲,MOL000361,Amyrin,https://tcmsp-e.com/molecule.php?qn=361,Amyrin,JFSHUTJDVKUMTJ-QHPUVITPSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C)C,Low,Yes,No,Yes,No,No,0
42,Eclipta Herb,墨旱莲,MOL000421,nicotinic acid,https://tcmsp-e.com/molecule.php?qn=421,nicotinic acid,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)O,High,Yes,No,Yes,Yes,No,1
43,Eclipta Herb,墨旱莲,MOL000460,"(Z)-1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)prop-2-en-1-one",https://tcmsp-e.com/molecule.php?qn=460,"(Z)-1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)prop-2-en-1-one",AYMYWHCQALZEGT-KTAJNNJTSA-N,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O,High,Yes,Yes,Yes,Yes,Yes,1
44,Eclipta Herb,墨旱莲,MOL002003,(-)-Caryophyllene oxide,https://tcmsp-e.com/molecule.php?qn=2003,(-)-Caryophyllene oxide,NVEQFIOZRFFVFW-GUIRCDHDSA-N,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,High,Yes,Yes,Yes,Yes,No,1
45,Eclipta Herb,墨旱莲,MOL000006,luteolin,https://tcmsp-e.com/molecule.php?qn=6,luteolin,IQPNAANSBPBGFQ-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,High,Yes,Yes,Yes,Yes,Yes,1
46,Eclipta Herb,墨旱莲,MOL000007,Cosmetin,https://tcmsp-e.com/molecule.php?qn=7,Cosmetin,KMOUJOKENFFTPU-QNDFHXLGSA-N,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,Low,Yes,Yes,No,No,No,0
47,Eclipta Herb,墨旱莲,MOL000008,apigenin,https://tcmsp-e.com/molecule.php?qn=8,apigenin,KZNIFHPLKGYRTM-UHFFFAOYSA-N,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,High,Yes,Yes,Yes,Yes,Yes,1
48,Eclipta Herb,墨旱莲,MOL000098,quercetin,https://tcmsp-e.com/molecule.php?qn=98,quercetin,REFJWTPEDVJJIY-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,High,Yes,Yes,Yes,Yes,Yes,1
1,Dioscorea Rhizome,山药,MOL000136,Dioscoreside C,https://tcmsp-e.com/molecule.php?qn=136,Dioscoreside C,GOKDEZKNKCIMJT-MHWBBPKESA-N,CC1C(C(C(C(O1)OC2C(OC(C(C2O)OC3C(C(C(C(O3)C)O)O)O)OC4CCC5(C6CCC7(C(C6CC=C5C4)CC8C7C(=C(O8)C(CC(C)COC9C(C(C(C(O9)CO)O)O)O)OC)C)C)C)CO)O)O)O,Low,No,No,No,No,No,0
2,Dioscorea Rhizome,山药,MOL001559,piperlonguminine,https://tcmsp-e.com/molecule.php?qn=1559,piperlonguminine,WHAAPCGHVWVUEX-GGWOSOGESA-N,CC(C)CNC(=O)C=CC=CC1=CC2=C(C=C1)OCO2,High,Yes,Yes,Yes,Yes,Yes,1
3,Dioscorea Rhizome,山药,MOL001618,Pellitorin,https://tcmsp-e.com/molecule.php?qn=1618,Pellitorin,MAGQQZHFHJDIRE-BNFZFUHLSA-N,CCCCCC=CC=CC(=O)NCC(C)C,High,Yes,Yes,Yes,Yes,Yes,1
4,Dioscorea Rhizome,山药,MOL001736,(-)-taxifolin,https://tcmsp-e.com/molecule.php?qn=1736,(-)-taxifolin,CXQWRCVTCMQVQX-CABCVRRESA-N,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,High,Yes,Yes,Yes,Yes,Yes,1
5,Dioscorea Rhizome,山药,MOL002442,Cholesteryl ferulate,https://tcmsp-e.com/molecule.php?qn=2442,Cholesteryl ferulate,CPBQNAKTSMCPNH-DCNQEUNQSA-N,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)C=CC5=CC(=C(C=C5)O)OC)C)C,Low,No,No,Yes,No,No,0
6,Dioscorea Rhizome,山药,MOL000309,"denudatin,a",https://tcmsp-e.com/molecule.php?qn=309,"denudatin,a",GGRIWHJBFXFKGS-OITMNORJSA-N,CC1C(OC2=CC(=O)C(=CC12OC)CC=C)C3=CC4=C(C=C3)OCO4,High,Yes,Yes,Yes,Yes,Yes,1
7,Dioscorea Rhizome,山药,MOL000310,Denudatin B,https://tcmsp-e.com/molecule.php?qn=310,Denudatin B,VDYACOATPFOZIO-HBUDHLSFSA-N,CC1C(OC2=CC(=O)C(=CC12OC)CC=C)C3=CC(=C(C=C3)OC)OC,High,Yes,Yes,Yes,Yes,Yes,1
8,Dioscorea Rhizome,山药,MOL000322,Kadsurenone,https://tcmsp-e.com/molecule.php?qn=322,Kadsurenone,VDYACOATPFOZIO-UBWHGVKJSA-N,CC1C(OC2=CC(=O)C(=CC12OC)CC=C)C3=CC(=C(C=C3)OC)OC,High,Yes,Yes,Yes,Yes,Yes,1
9,Dioscorea Rhizome,山药,MOL000388,gamma-aminobutyric acid,https://tcmsp-e.com/molecule.php?qn=388,gamma-aminobutyric acid,BTCSSZJGUNDROE-UHFFFAOYSA-N,C(CC(=O)[O-])C[NH3+],Low,Yes,No,Yes,Yes,No,0
10,Dioscorea Rhizome,山药,MOL000394,choline,https://tcmsp-e.com/molecule.php?qn=394,choline,GDPPXFUBIJJIKR-UHFFFAOYSA-N,C[N+](C)(C)CCO,Low,Yes,No,Yes,Yes,No,0
